seq,stamp,frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter,hdop,gngga_read,fix_quality
467,1707497583.0,GPS1_Frame,42.338238796666666,-71.08650766,23.187,328114.9242667119,4689439.9781164415,19,T,0.8,"$GNGGA,165303.00,4220.2943278,N,07105.1904596,W,5,18,0.8,23.187,M,-28.725,M,1.0,0061*57",0
468,1707497584.0,GPS1_Frame,42.33823879,-71.08650773166667,23.184,328114.91834444687,4689439.977521032,19,T,0.8,"$GNGGA,165304.00,4220.2943274,N,07105.1904639,W,5,18,0.8,23.184,M,-28.725,M,2.0,0061*5A",0
469,1707497585.0,GPS1_Frame,42.338238798333336,-71.08650775833334,23.181,328114.91617027984,4689439.978500292,19,T,0.8,"$GNGGA,165305.00,4220.2943279,N,07105.1904655,W,5,18,0.8,23.181,M,-28.725,M,1.0,0061*5A",0
470,1707497586.0,GPS1_Frame,42.33823878333333,-71.08650782666666,23.182,328114.9104999214,4689439.97697279,19,T,0.8,"$GNGGA,165306.00,4220.2943270,N,07105.1904696,W,5,18,0.8,23.182,M,-28.725,M,2.0,0061*5F",0
471,1707497587.0,GPS1_Frame,42.33823878166667,-71.08650786333334,23.179,328114.90747467795,4689439.976861839,19,T,0.8,"$GNGGA,165307.00,4220.2943269,N,07105.1904718,W,5,18,0.8,23.179,M,-28.725,M,1.0,0061*56",0
472,1707497588.0,GPS1_Frame,42.33823876333334,-71.086507875,23.172,328114.9064635957,4689439.974849648,19,T,0.8,"$GNGGA,165308.00,4220.2943258,N,07105.1904725,W,5,18,0.8,23.172,M,-28.725,M,2.0,0061*5D",0
473,1707497589.0,GPS1_Frame,42.33823877,-71.086507885,23.17,328114.90565793123,4689439.9756101435,19,T,0.8,"$GNGGA,165309.00,4220.2943262,N,07105.1904731,W,5,18,0.8,23.170,M,-28.725,M,1.0,0061*51",0
474,1707497590.0,GPS1_Frame,42.33823878166667,-71.0865079,23.17,328114.9044539778,4689439.97693596,19,T,0.8,"$GNGGA,165310.00,4220.2943269,N,07105.1904740,W,5,18,0.8,23.170,M,-28.725,M,1.0,0061*54",0
475,1707497591.0,GPS1_Frame,42.338238765,-71.08650789,23.17,328114.90523239516,4689439.9750650395,19,T,0.8,"$GNGGA,165311.00,4220.2943259,N,07105.1904734,W,5,18,0.8,23.170,M,-28.725,M,1.0,0061*55",0
476,1707497592.0,GPS1_Frame,42.33823874,-71.08650787833334,23.174,328114.9061254065,4689439.972265396,19,T,0.8,"$GNGGA,165312.00,4220.2943244,N,07105.1904727,W,5,18,0.8,23.174,M,-28.725,M,1.0,0061*5C",0
