seq,stamp,elapsed_time,yaw,pitch,roll,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1467,1710361919.6028845,34.47606062889099,-7.995,11.824,-24.609,-0.3305,-0.0815,0.2488,-0.143,1.035,-8.958,-0.019504,0.072888,0.15859
1468,1710361919.6287184,34.50189447402954,-7.949,11.916,-24.644,-0.3342,-0.0814,0.2496,-0.436,0.421,-9.068,-0.031293,0.025457,-0.024231
1469,1710361919.652891,34.52606701850891,-8.087,11.8,-24.728,-0.3331,-0.0695,0.2452,-1.254,1.025,-9.111,-0.044828,-0.072845,-0.163136
1470,1710361919.6786976,34.55187368392944,-8.207,11.553,-24.751,-0.3323,-0.0834,0.2366,-1.826,1.895,-9.492,0.03583,-0.150822,-0.102652
1471,1710361919.702952,34.576128005981445,-8.158,11.329,-24.641,-0.3312,-0.0666,0.2497,-1.135,1.49,-10.261,0.075926,-0.144616,0.003451
1472,1710361919.7286732,34.60184931755066,-8.032,11.177,-24.512,-0.3277,-0.0815,0.2501,-0.04,0.712,-9.603,0.07106,-0.128589,0.037146
1473,1710361919.7528114,34.62598752975464,-7.936,11.04,-24.392,-0.3277,-0.0825,0.2457,0.839,0.593,-9.361,0.06625,-0.100881,0.012236
1474,1710361919.7786593,34.651835441589355,-7.923,10.922,-24.3,-0.3277,-0.0835,0.2534,1.513,0.191,-9.211,0.045515,-0.061523,-0.07234
1475,1710361919.80361,34.67678618431091,-8.117,10.74,-24.295,-0.3296,-0.0815,0.251,1.659,0.231,-8.96,0.022954,-0.062117,-0.250056
1476,1710361919.8286319,34.70180797576904,-8.528,10.489,-24.322,-0.3277,-0.0796,0.2511,1.291,1.372,-9.473,0.040142,-0.024887,-0.359207
1477,1710361919.8536272,34.72680330276489,-8.998,10.297,-24.312,-0.3303,-0.0716,0.2509,0.777,2.006,-9.49,0.085109,0.033935,-0.336037
1478,1710361919.878613,34.75178909301758,-9.442,10.142,-24.248,-0.3295,-0.0795,0.2532,0.701,2.02,-9.398,0.095314,0.019353,-0.324002
1479,1710361919.9035645,34.77674055099487,-9.857,9.984,-24.188,-0.3268,-0.0845,0.2534,0.9,1.992,-9.516,0.083966,0.024332,-0.287515
1480,1710361919.9285758,34.80175185203552,-10.235,9.866,-24.122,-0.3259,-0.0816,0.2546,1.168,1.627,-9.342,0.098204,0.03527,-0.266727
1481,1710361919.9535422,34.8267183303833,-10.605,9.767,-24.029,-0.3278,-0.0855,0.2523,1.454,1.709,-9.368,0.113891,0.048054,-0.247731
1482,1710361919.978581,34.85175704956055,-10.977,9.71,-23.871,-0.3276,-0.0746,0.2511,1.764,1.626,-9.676,0.181426,0.089537,-0.250483
1483,1710361920.003582,34.876758098602295,-11.396,9.719,-23.665,-0.3287,-0.0845,0.2424,2.059,1.215,-9.871,0.181752,0.13984,-0.280393
1484,1710361920.0285704,34.90174651145935,-11.902,9.748,-23.542,-0.3315,-0.0874,0.2543,1.843,1.591,-9.94,0.118218,0.173534,-0.317911
1485,1710361920.0535123,34.92668843269348,-12.431,9.838,-23.466,-0.3314,-0.0834,0.2477,1.677,1.717,-9.884,0.119193,0.218413,-0.306994
